Contract_Term,State,Company,Industry,Load,Peak_Rate,Off_Peak_Rate
12,VIC,Company 260,MINING,283,10.43,6.77
12,VIC,Company 260,MINING,1949,10.43,6.77
12,VIC,Company 260,MINING,171,10.43,6.77
12,VIC,Company 260,MINING,172,10.43,6.77
12,VIC,Company 260,MINING,200,10.43,6.77
12,VIC,Company 260,MINING,423,10.43,6.77
12,VIC,Company 260,MINING,863,10.43,6.77
12,VIC,Company 260,MINING,740,10.43,6.77
12,VIC,Company 260,MINING,1345,10.43,6.77
12,VIC,Company 260,MINING,845,10.43,6.77
24,NSW,Company 261,MANUFACTURING,191,10.31,6.12
24,NSW,Company 261,MANUFACTURING,191,10.31,6.12
24,SA,Company 261,MANUFACTURING,1193,13.1,8.35
24,SA,Company 261,MANUFACTURING,195,11.96,7.61
12,QLD,Company 262,PROPERTY AND BUSINESS SERVICES,1241,8.67,6.18
12,VIC,Company 263,PROPERTY AND BUSINESS SERVICES,225,9.22,6.81
12,SA,Company 264,CULTURAL AND RECREATIONAL SERVICES,170,17.34,9.1
48,VIC,Company 265,HEALTH AND COMMUNITY SERVICES,318,13.28,8.41
48,SA,Company 266,EDUCATION,243,14.04,8.71
48,SA,Company 266,EDUCATION,121,14.04,8.71
48,SA,Company 266,EDUCATION,473,14.04,8.71
36,QLD,Company 267,MANUFACTURING,146,10.38,9.01
12,SA,Company 268,PROPERTY AND BUSINESS SERVICES,401,14.61,8.69
12,VIC,Company 269,MANUFACTURING,641,9.3,7.09
24,SA,Company 270,EDUCATION,571,17.39,10.2
42,VIC,Company 271,MANUFACTURING,580,11.18,8.47
36,NSW,Company 272,PROPERTY AND BUSINESS SERVICES,280,11.55,7.93
24,SA,Company 273,MANUFACTURING,1770,8.25,4.63
16,SA,Company 274,CULTURAL AND RECREATIONAL SERVICES,100,16.7,9.2
16,SA,Company 274,CULTURAL AND RECREATIONAL SERVICES,212,16.7,9.2
29,VIC,Company 275,WHOLESALE TRADE,212,12.47,8.67
60,QLD,Company 276,MANUFACTURING,725,50.95,32.45
12,QLD,Company 276,MANUFACTURING,145,10.19,6.49
12,QLD,Company 276,MANUFACTURING,145,10.19,6.49
36,SA,Company 277,PROPERTY AND BUSINESS SERVICES,219,14.95,9.16
36,SA,Company 277,PROPERTY AND BUSINESS SERVICES,167,14.95,9.16
36,NSW,Company 278,"ACCOMMODATION, CAFES AND RESTAURANTS",186,9.56,6.24
19,SA,Company 279,WHOLESALE TRADE,664,11.7,8.92
24,VIC,Company 280,PROPERTY AND BUSINESS SERVICES,154,11.42,8.23
48,NSW,Company 281,"ACCOMMODATION, CAFES AND RESTAURANTS",115,11.31,7.46
24,VIC,Company 282,TRANSPORT AND STORAGE,300,12.11,8.14
36,SA,Company 283,MANUFACTURING,140,12.24,8.14
52,NSW,Company 284,RETAIL TRADE,326,12.95,7.39
12,NSW,Company 285,PROPERTY AND BUSINESS SERVICES,522,12.13,7.58
12,NSW,Company 286,"ACCOMMODATION, CAFES AND RESTAURANTS",191,10.71,6.97
48,QLD,Company 287,PROPERTY AND BUSINESS SERVICES,255,8.53,6.2
48,QLD,Company 287,PROPERTY AND BUSINESS SERVICES,459,8.53,6.2
24,SA,Company 288,"ACCOMMODATION, CAFES AND RESTAURANTS",561,15.4,9.24
58,NSW,Company 289,RETAIL TRADE,119,13.97,7.5
36,VIC,Company 290,PROPERTY AND BUSINESS SERVICES,119,10.67,7.44
12,NSW,Company 291,"ACCOMMODATION, CAFES AND RESTAURANTS",142,12.43,6.85
12,NSW,Company 292,PROPERTY AND BUSINESS SERVICES,186,11.46,7.17
12,NSW,Company 293,HEALTH AND COMMUNITY SERVICES,525,11.92,7.46
36,NSW,Company 294,WHOLESALE TRADE,553,10.05,7.02
36,QLD,Company 295,"ACCOMMODATION, CAFES AND RESTAURANTS",1086,9.13,6.35
12,NSW,Company 296,MANUFACTURING,156,9.16,8.07
12,SA,Company 297,EDUCATION,123,14.29,8.42
12,SA,Company 297,EDUCATION,202,14.29,8.42
48,NSW,Company 298,"ACCOMMODATION, CAFES AND RESTAURANTS",228,6.14,3.96
12,NSW,Company 299,PROPERTY AND BUSINESS SERVICES,153,11.25,7.12
36,QLD,Company 300,RETAIL TRADE,179,8.94,6.61
54,QLD,Company 301,PROPERTY AND BUSINESS SERVICES,3500,8.85,6.55
24,VIC,Company 302,RETAIL TRADE,219,14.92,9.64
36,QLD,Company 303,PROPERTY AND BUSINESS SERVICES,163,7.08,6.15
12,NSW,Company 304,HEALTH AND COMMUNITY SERVICES,615,12.74,7.81
38,VIC,Company 305,WHOLESALE TRADE,127,13.18,9.32
36,QLD,Company 306,PROPERTY AND BUSINESS SERVICES,1143,10.28,6.42
36,QLD,Company 306,PROPERTY AND BUSINESS SERVICES,1108,10.28,6.42
36,QLD,Company 306,PROPERTY AND BUSINESS SERVICES,170,10.28,6.42
12,VIC,Company 307,PROPERTY AND BUSINESS SERVICES,143,11.14,7.11
48,QLD,Company 308,CULTURAL AND RECREATIONAL SERVICES,125,8.54,6.24
48,QLD,Company 308,CULTURAL AND RECREATIONAL SERVICES,1207,8.54,6.24
48,QLD,Company 308,CULTURAL AND RECREATIONAL SERVICES,1120,8.54,6.24
48,QLD,Company 308,CULTURAL AND RECREATIONAL SERVICES,122,8.54,6.24
48,QLD,Company 308,CULTURAL AND RECREATIONAL SERVICES,903,8.54,6.24
48,QLD,Company 308,CULTURAL AND RECREATIONAL SERVICES,103,8.54,6.24
48,QLD,Company 308,CULTURAL AND RECREATIONAL SERVICES,1021,8.54,6.24
24,VIC,Company 309,MANUFACTURING,896,13.53,8.49
24,VIC,Company 310,MANUFACTURING,196,12.54,7.62
36,QLD,Company 311,PROPERTY AND BUSINESS SERVICES,789,8.95,6.45
24,SA,Company 312,MANUFACTURING,110,14.05,8.96
24,SA,Company 312,MANUFACTURING,177,14.05,8.96
12,NSW,Company 313,"ACCOMMODATION, CAFES AND RESTAURANTS",183,10.66,6.89
48,QLD,Company 314,PROPERTY AND BUSINESS SERVICES,303,9.75,6.88
12,NSW,Company 315,WHOLESALE TRADE,149,10.89,7.15
12,NSW,Company 315,WHOLESALE TRADE,146,10.89,7.15
12,NSW,Company 315,WHOLESALE TRADE,1398,10.89,7.15
12,NSW,Company 315,WHOLESALE TRADE,1659,10.89,7.15
14,QLD,Company 315,HEALTH AND COMMUNITY SERVICES,821,9.33,6.53
14,QLD,Company 315,HEALTH AND COMMUNITY SERVICES,298,9.33,6.53
12,QLD,Company 315,MANUFACTURING,298,8.41,6.2
12,SA,Company 315,WHOLESALE TRADE,1449,14.02,8.46
12,SA,Company 315,WHOLESALE TRADE,526,14.02,8.46
24,QLD,Company 316,"ACCOMMODATION, CAFES AND RESTAURANTS",538,8.26,6.13
36,SA,Company 317,EDUCATION,275,15.22,9.29
12,NSW,Company 318,WHOLESALE TRADE,4801,10.8,6.94
56,NSW,Company 319,PROPERTY AND BUSINESS SERVICES,603,17.17,11.94
55,VIC,Company 319,MANUFACTURING,778,17.17,11.94
36,QLD,Company 320,MANUFACTURING,178,13.27,9.45
48,QLD,Company 321,PROPERTY AND BUSINESS SERVICES,925,8.92,6.29
58,QLD,Company 321,FINANCE AND INSURANCE,1161,7.86,5.08
58,QLD,Company 321,FINANCE AND INSURANCE,129,7.86,5.08
24,NSW,Company 322,PROPERTY AND BUSINESS SERVICES,129,10.66,6.89
54,QLD,Company 323,"ACCOMMODATION, CAFES AND RESTAURANTS",1764,8.76,5.62
54,QLD,Company 323,"ACCOMMODATION, CAFES AND RESTAURANTS",1923,8.76,5.62
54,QLD,Company 323,"ACCOMMODATION, CAFES AND RESTAURANTS",292,8.76,5.62
54,QLD,Company 323,"ACCOMMODATION, CAFES AND RESTAURANTS",580,8.76,5.62
36,NSW,Company 324,"ACCOMMODATION, CAFES AND RESTAURANTS",146,10.77,7.41
12,SA,Company 325,WHOLESALE TRADE,385,12.43,8.97
12,SA,Company 326,"ACCOMMODATION, CAFES AND RESTAURANTS",315,16.53,9.46
12,SA,Company 326,"ACCOMMODATION, CAFES AND RESTAURANTS",266,16.53,9.46
12,SA,Company 327,PROPERTY AND BUSINESS SERVICES,180,8.43,4.69
36,SA,Company 328,EDUCATION,183,11.82,8.64
36,SA,Company 328,EDUCATION,113,11.82,8.64
24,NSW,Company 329,WHOLESALE TRADE,350,11.78,8.59
12,QLD,Company 330,"ACCOMMODATION, CAFES AND RESTAURANTS",230,9.96,6.73
36,NSW,Company 331,"ACCOMMODATION, CAFES AND RESTAURANTS",208,12.31,7.69
36,QLD,Company 332,"ACCOMMODATION, CAFES AND RESTAURANTS",136,8.48,6.07
48,NSW,Company 333,EDUCATION,360,9.94,6.57
12,VIC,Company 334,TRANSPORT AND STORAGE,160,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,127,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,159,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,109,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,123,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,117,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,251,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,109,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,115,5.5,3.66
12,VIC,Company 334,TRANSPORT AND STORAGE,166,5.5,3.66
32,VIC,Company 335,WHOLESALE TRADE,210,14.98,10.44
54,QLD,Company 336,"AGRICULTURE, FORESTRY AND FISHING",288,9.54,6.79
36,VIC,Company 337,MANUFACTURING,220,10.97,8.39
24,VIC,Company 338,MANUFACTURING,350,13.88,9.76
12,QLD,Company 339,"ACCOMMODATION, CAFES AND RESTAURANTS",2968,11.3,6.72
48,VIC,Company 340,MANUFACTURING,337,9.8,6.1
36,NSW,Company 341,PROPERTY AND BUSINESS SERVICES,147,12.62,7.71
12,NSW,Company 342,FINANCE AND INSURANCE,343,11.32,7.76
12,QLD,Company 343,"ACCOMMODATION, CAFES AND RESTAURANTS",4523,7.75,5.34
36,NSW,Company 344,"ACCOMMODATION, CAFES AND RESTAURANTS",140,12.21,7.52
36,VIC,Company 345,PROPERTY AND BUSINESS SERVICES,282,16.66,9.73
12,QLD,Company 346,"ACCOMMODATION, CAFES AND RESTAURANTS",420,11.5,6.92
36,NSW,Company 347,FINANCE AND INSURANCE,112,11.1,7.76
36,NSW,Company 347,FINANCE AND INSURANCE,151,11.1,7.76
36,NSW,Company 347,FINANCE AND INSURANCE,864,11.1,7.76
42,NSW,Company 347,PROPERTY AND BUSINESS SERVICES,163,11.67,7.4
36,NSW,Company 347,FINANCE AND INSURANCE,268,11.1,7.76
51,NSW,Company 347,MANUFACTURING,101,9.78,6.06
51,NSW,Company 347,MANUFACTURING,462,9.78,6.06
36,NSW,Company 347,FINANCE AND INSURANCE,942,11.1,7.76
36,NSW,Company 347,FINANCE AND INSURANCE,383,11.1,7.76
36,NSW,Company 347,FINANCE AND INSURANCE,306,11.1,7.76
24,NSW,Company 348,PROPERTY AND BUSINESS SERVICES,120,12.72,8.14
24,NSW,Company 349,"ACCOMMODATION, CAFES AND RESTAURANTS",325,11.38,7.18
24,NSW,Company 349,"ACCOMMODATION, CAFES AND RESTAURANTS",283,11.38,7.18
24,NSW,Company 349,"ACCOMMODATION, CAFES AND RESTAURANTS",604,11.38,7.18
48,VIC,Company 350,PROPERTY AND BUSINESS SERVICES,319,11.99,7.47
48,VIC,Company 351,PROPERTY AND BUSINESS SERVICES,451,11.03,7.56
24,QLD,Company 352,CULTURAL AND RECREATIONAL SERVICES,877,8.89,6.62
24,SA,Company 353,"ACCOMMODATION, CAFES AND RESTAURANTS",734,15.4,9.24
54,NSW,Company 354,PROPERTY AND BUSINESS SERVICES,164,9.62,6.27
52,VIC,Company 355,PROPERTY AND BUSINESS SERVICES,1078,11.29,8.21
12,NSW,Company 356,CULTURAL AND RECREATIONAL SERVICES,424,13.09,7.15
55,NSW,Company 357,CULTURAL AND RECREATIONAL SERVICES,1017,9.65,6.27
36,VIC,Company 358,MANUFACTURING,145,11.86,8.02
36,VIC,Company 358,MANUFACTURING,295,11.86,8.02
48,QLD,Company 359,"ACCOMMODATION, CAFES AND RESTAURANTS",1716,8.81,6.29
24,SA,Company 360,PROPERTY AND BUSINESS SERVICES,322,16.28,10.09
24,VIC,Company 361,"AGRICULTURE, FORESTRY AND FISHING",410,14.83,8.97
36,NSW,Company 362,MANUFACTURING,140,9.79,11.23
12,SA,Company 363,PROPERTY AND BUSINESS SERVICES,308,15.01,8.84
49,SA,Company 364,PROPERTY AND BUSINESS SERVICES,160,15.31,8.98
12,SA,Company 365,MANUFACTURING,175,13.96,9.39
12,VIC,Company 366,GOVERNMENT ADMINISTRATION AND DEFENCE,967,9.22,6.81
12,VIC,Company 366,GOVERNMENT ADMINISTRATION AND DEFENCE,1384,9.22,6.81
48,VIC,Company 367,RETAIL TRADE,121,15.49,8.8
48,NSW,Company 368,CULTURAL AND RECREATIONAL SERVICES,400,9.58,6.29
48,SA,Company 369,PROPERTY AND BUSINESS SERVICES,217,15.99,8.84
37,VIC,Company 370,RETAIL TRADE,372,10.96,7.8
27,NSW,Company 371,MANUFACTURING,252,12.94,7.16
24,NSW,Company 372,MANUFACTURING,432,7.62,5.64
48,NSW,Company 373,COMMUNICATION SERVICES,145,8.29,5.84
12,VIC,Company 374,PERSONAL AND OTHER SERVICES,312,4.76,3.29
12,VIC,Company 374,PERSONAL AND OTHER SERVICES,264,4.76,3.29
24,NSW,Company 375,RETAIL TRADE,271,9.05,5.51
36,VIC,Company 376,HEALTH AND COMMUNITY SERVICES,248,12.17,7.5
36,NSW,Company 377,MANUFACTURING,147,10.63,7.66
36,NSW,Company 377,MANUFACTURING,172,10.63,7.66
36,NSW,Company 377,MANUFACTURING,185,10.63,7.66
36,QLD,Company 378,"ACCOMMODATION, CAFES AND RESTAURANTS",380,8.8,5.86
36,VIC,Company 379,PROPERTY AND BUSINESS SERVICES,1177,6.06,3.78
54,NSW,Company 380,PROPERTY AND BUSINESS SERVICES,110,9.54,6.27
48,VIC,Company 381,HEALTH AND COMMUNITY SERVICES,113,15.46,11.18
57,VIC,Company 382,MANUFACTURING,320,9.51,6.39
12,VIC,Company 383,RETAIL TRADE,647,9.72,6.56
36,VIC,Company 384,CULTURAL AND RECREATIONAL SERVICES,326,8.67,6.35
12,SA,Company 385,RETAIL TRADE,180,12.67,7.75
12,VIC,Company 386,GOVERNMENT ADMINISTRATION AND DEFENCE,191,9.22,6.81
12,VIC,Company 386,GOVERNMENT ADMINISTRATION AND DEFENCE,113,9.22,6.81
12,VIC,Company 386,PROPERTY AND BUSINESS SERVICES,239,9.22,6.81
36,NSW,Company 387,"ACCOMMODATION, CAFES AND RESTAURANTS",527,9.55,5.73
58,SA,Company 388,PROPERTY AND BUSINESS SERVICES,669,18.92,9.92
24,NSW,Company 389,PROPERTY AND BUSINESS SERVICES,466,11.2,7.77
36,SA,Company 390,PROPERTY AND BUSINESS SERVICES,342,17.82,9.83
36,VIC,Company 391,PROPERTY AND BUSINESS SERVICES,277,8.82,6.49
55,QLD,Company 392,PROPERTY AND BUSINESS SERVICES,353,9.19,6.38
24,QLD,Company 393,"AGRICULTURE, FORESTRY AND FISHING",199,10.13,7.01
24,QLD,Company 393,"AGRICULTURE, FORESTRY AND FISHING",132,10.13,7.01
36,NSW,Company 394,PROPERTY AND BUSINESS SERVICES,165,10.61,7.31
48,VIC,Company 395,MANUFACTURING,193,13.19,9.78
24,QLD,Company 396,RETAIL TRADE,127,11.46,7.12
36,QLD,Company 397,MANUFACTURING,166,8.6,6.55
35,NSW,Company 398,CONSTRUCTION,209,8.61,6.34
35,VIC,Company 398,CONSTRUCTION,411,9.3,6.85
35,VIC,Company 398,CONSTRUCTION,327,9.3,6.85
35,VIC,Company 398,CONSTRUCTION,580,9.3,6.85
12,QLD,Company 399,PROPERTY AND BUSINESS SERVICES,279,8.97,6.6
36,NSW,Company 400,PROPERTY AND BUSINESS SERVICES,252,13.03,7.02
24,QLD,Company 400,MANUFACTURING,294,6.92,5.64
24,QLD,Company 401,CULTURAL AND RECREATIONAL SERVICES,287,7.93,5.66
24,QLD,Company 401,CULTURAL AND RECREATIONAL SERVICES,130,7.93,5.66
48,NSW,Company 402,CULTURAL AND RECREATIONAL SERVICES,342,12.35,9.11
57,QLD,Company 403,"ACCOMMODATION, CAFES AND RESTAURANTS",2785,8.75,6.21
54,VIC,Company 404,PROPERTY AND BUSINESS SERVICES,474,10.28,8.1
48,QLD,Company 405,"ACCOMMODATION, CAFES AND RESTAURANTS",1130,8.51,5.42
36,NSW,Company 406,MANUFACTURING,656,6.39,4.42
48,QLD,Company 407,PROPERTY AND BUSINESS SERVICES,252,8.48,6.05
48,QLD,Company 407,PROPERTY AND BUSINESS SERVICES,1058,8.48,6.05
12,NSW,Company 408,WHOLESALE TRADE,927,10.46,6.7
12,NSW,Company 408,WHOLESALE TRADE,1499,9.91,7.01
12,VIC,Company 408,WHOLESALE TRADE,307,10.77,7.57
36,VIC,Company 409,PROPERTY AND BUSINESS SERVICES,180,9.67,9.72
48,NSW,Company 410,MANUFACTURING,502,10.13,7.67
54,NSW,Company 411,"ACCOMMODATION, CAFES AND RESTAURANTS",190,8.96,5.97
24,QLD,Company 412,HEALTH AND COMMUNITY SERVICES,1459,9.37,6.85
58,VIC,Company 413,HEALTH AND COMMUNITY SERVICES,320,9.77,6.44
24,NSW,Company 414,MANUFACTURING,240,11.65,8.32
12,QLD,Company 415,"ACCOMMODATION, CAFES AND RESTAURANTS",345,11.5,6.92
12,VIC,Company 416,WHOLESALE TRADE,505,14.96,8.36
13,QLD,Company 417,HEALTH AND COMMUNITY SERVICES,1500,10.1,7.17
36,QLD,Company 417,PROPERTY AND BUSINESS SERVICES,1503,9.57,6.88
36,QLD,Company 417,PROPERTY AND BUSINESS SERVICES,242,9.57,6.88
36,NSW,Company 418,MANUFACTURING,441,9.54,7.07
36,NSW,Company 419,"ACCOMMODATION, CAFES AND RESTAURANTS",417,12.59,8.17
36,NSW,Company 419,"ACCOMMODATION, CAFES AND RESTAURANTS",378,12.59,8.17
12,NSW,Company 420,PROPERTY AND BUSINESS SERVICES,178,9.36,8.6
36,SA,Company 421,MANUFACTURING,320,12.19,7.48
12,VIC,Company 422,MANUFACTURING,4937,9.94,7.73
24,SA,Company 423,CONSTRUCTION,431,12.32,7.78
36,SA,Company 424,MANUFACTURING,402,11.9,7.77
24,VIC,Company 425,MANUFACTURING,203,11.76,8.92
12,NSW,Company 426,COMMUNICATION SERVICES,463,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,430,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,492,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,110,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,135,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,121,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,159,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,128,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,1380,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,113,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,1544,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,1380,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,1544,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,1383,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,1072,9.92,6.29
12,NSW,Company 426,COMMUNICATION SERVICES,149,9.92,6.29
12,QLD,Company 426,COMMUNICATION SERVICES,386,8.47,5.81
12,VIC,Company 426,COMMUNICATION SERVICES,302,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,202,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,492,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,239,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,107,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,2808,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,300,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,242,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,186,10.55,6.89
12,VIC,Company 426,COMMUNICATION SERVICES,2521,10.55,6.89
12,SA,Company 427,MANUFACTURING,296,12.11,8.27
12,SA,Company 428,PROPERTY AND BUSINESS SERVICES,629,16.2,8.53
36,NSW,Company 429,RETAIL TRADE,1000,9.79,6.08
51,SA,Company 430,CONSTRUCTION,383,17.74,9.56
48,QLD,Company 431,PROPERTY AND BUSINESS SERVICES,924,9.18,6.62
54,VIC,Company 432,PROPERTY AND BUSINESS SERVICES,110,12.01,7.66
54,VIC,Company 432,PROPERTY AND BUSINESS SERVICES,953,12.01,7.66
12,SA,Company 433,MANUFACTURING,164,15.08,9.67
33,VIC,Company 434,PROPERTY AND BUSINESS SERVICES,190,13.63,9.23
19,VIC,Company 435,PERSONAL AND OTHER SERVICES,109,9.52,5.44
39,VIC,Company 435,PERSONAL AND OTHER SERVICES,109,9.52,5.44
36,SA,Company 436,RETAIL TRADE,205,16.8,9.55
36,NSW,Company 437,MANUFACTURING,183,15.76,9.62
12,QLD,Company 438,PERSONAL AND OTHER SERVICES,350,8.71,6.13
18,NSW,Company 439,"ACCOMMODATION, CAFES AND RESTAURANTS",620,12.57,8.47
36,VIC,Company 440,MANUFACTURING,280,11.32,9.61
26,NSW,Company 441,MANUFACTURING,241,9,6.41
22,NSW,Company 441,MANUFACTURING,200,9,6.41
12,NSW,Company 442,CULTURAL AND RECREATIONAL SERVICES,105,10.2,6.59
12,NSW,Company 442,CULTURAL AND RECREATIONAL SERVICES,771,10.2,6.59
12,VIC,Company 443,MANUFACTURING,515,10.97,7.81
36,QLD,Company 444,MANUFACTURING,209,6.93,5.61
24,VIC,Company 445,MANUFACTURING,205,12.31,8.79
45,QLD,Company 446,MANUFACTURING,454,12.24,8.71
12,QLD,Company 447,"ACCOMMODATION, CAFES AND RESTAURANTS",317,11.5,6.92
48,QLD,Company 448,FINANCE AND INSURANCE,620,8.44,6.15
24,SA,Company 449,MANUFACTURING,255,13.59,8.02
24,SA,Company 450,"ACCOMMODATION, CAFES AND RESTAURANTS",559,15.4,9.24
36,QLD,Company 451,"ACCOMMODATION, CAFES AND RESTAURANTS",365,9.98,7.1
36,NSW,Company 452,PROPERTY AND BUSINESS SERVICES,511,9.76,6.23
48,NSW,Company 453,MANUFACTURING,4496,11.71,7.21
36,QLD,Company 454,PROPERTY AND BUSINESS SERVICES,120,9.36,6.69
24,NSW,Company 455,PROPERTY AND BUSINESS SERVICES,111,11.62,8.31
36,VIC,Company 456,FINANCE AND INSURANCE,195,10.38,6.89
36,NSW,Company 457,PROPERTY AND BUSINESS SERVICES,151,10.74,7.65
48,NSW,Company 458,PROPERTY AND BUSINESS SERVICES,151,13.64,8.06
27,VIC,Company 459,"ACCOMMODATION, CAFES AND RESTAURANTS",558,15.33,9.91
60,VIC,Company 460,CULTURAL AND RECREATIONAL SERVICES,298,5.24,3.24
24,VIC,Company 461,PROPERTY AND BUSINESS SERVICES,254,12.75,8.33
24,VIC,Company 462,EDUCATION,331,13.47,8.41
12,NSW,Company 463,"ACCOMMODATION, CAFES AND RESTAURANTS",562,11.26,7.49
12,NSW,Company 464,MANUFACTURING,491,8.79,6.65
12,NSW,Company 464,MANUFACTURING,519,8.79,6.65
12,NSW,Company 464,MANUFACTURING,581,8.79,6.65
12,VIC,Company 464,MANUFACTURING,176,10.01,7.68
36,SA,Company 465,PROPERTY AND BUSINESS SERVICES,1471,15.8,9.44
12,VIC,Company 466,GOVERNMENT ADMINISTRATION AND DEFENCE,243,9.22,6.81
12,NSW,Company 467,PROPERTY AND BUSINESS SERVICES,1142,11.12,7.58
12,VIC,Company 467,PROPERTY AND BUSINESS SERVICES,964,10.6,7.71
36,VIC,Company 468,MANUFACTURING,247,10.93,6.35
12,NSW,Company 469,MANUFACTURING,202,11.77,7.12
49,NSW,Company 470,TRANSPORT AND STORAGE,132,11.1,7.66
54,VIC,Company 471,PROPERTY AND BUSINESS SERVICES,349,9.8,6.67
